Image name,X1,Y1,X2,Y2,object name,X-centre,Y-centre,X-Image Dimentions,Y-Image Dimentions,has on the left,has on the right,has on the top,has on the bottom,has in the center,URLs
An_evening_at_Chitwan_National_Park.jpg,1677,477,2138,1108,person,1907.5,792.5,2560,1920,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,580,106,986,529,person,783,317.5,2560,1920,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,118,320,1862,1506,elephant,990,913,2560,1920,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1943,423,2139,848,person,2041,635.5,2560,1920,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1737,105,1911,361,person,1824,233,2560,1920,na,person,person,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1562,17,1696,254,person,1629,135.5,2560,1920,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1422,34,1640,313,person,1531,173.5,2560,1920,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,228,132,650,551,bench,439,341.5,2560,1920,bench,na,bench,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,900,0,1072,179,person,986,89.5,2560,1920,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1484,286,2122,804,elephant,1803,545,2560,1920,na,elephant,elephant,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1575,15,1679,187,person,1627,101,2560,1920,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1843,285,2104,555,elephant,1973.5,420,2560,1920,na,elephant,elephant,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
An_evening_at_Chitwan_National_Park.jpg,1768,573,2149,1061,handbag,1958.5,817,2560,1920,na,handbag,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/99/An_evening_at_Chitwan_National_Park.jpg
Asian_Elephants%27_Image.jpg,32,0,2970,2848,elephant,1501,1424,4272,2848,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/c/c1/Asian_Elephants%27_Image.jpg
Asian_Elephants%27_Image.jpg,30,0,3245,2846,elephant,1637.5,1423,4272,2848,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/c/c1/Asian_Elephants%27_Image.jpg
A_tourist_getting_elephant_bath_in_Chitwan_National_Park.jpg,1005,1052,5487,3293,elephant,3246,2172.5,5487,3487,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/7/74/A_tourist_getting_elephant_bath_in_Chitwan_National_Park.jpg
A_tourist_getting_elephant_bath_in_Chitwan_National_Park.jpg,3684,623,4425,2409,person,4054.5,1516,5487,3487,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/7/74/A_tourist_getting_elephant_bath_in_Chitwan_National_Park.jpg
A_tourist_getting_elephant_bath_in_Chitwan_National_Park.jpg,4222,0,4902,1917,person,4562,958.5,5487,3487,na,person,person,na,na,https://upload.wikimedia.org/wikipedia/commons/7/74/A_tourist_getting_elephant_bath_in_Chitwan_National_Park.jpg
Barcelona_-_Mammoth_sculpture.JPG,1150,443,3729,3036,elephant,2439.5,1739.5,4662,3087,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/0/03/Barcelona_-_Mammoth_sculpture.JPG
Battle_of_giants.jpg,986,1061,2986,2513,elephant,1986,1787,3444,2645,na,na,na,elephant,na,https://upload.wikimedia.org/wikipedia/commons/9/90/Battle_of_giants.jpg
Battle_of_giants.jpg,260,1051,1446,2421,elephant,853,1736,3444,2645,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/90/Battle_of_giants.jpg
Befriend_the_Sumatran_Elephant.jpg,229,560,433,1083,person,331,821.5,2000,1332,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/6f/Befriend_the_Sumatran_Elephant.jpg
Befriend_the_Sumatran_Elephant.jpg,793,294,1982,1067,elephant,1387.5,680.5,2000,1332,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/6f/Befriend_the_Sumatran_Elephant.jpg
Befriend_the_Sumatran_Elephant.jpg,567,356,1209,873,elephant,888,614.5,2000,1332,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/6/6f/Befriend_the_Sumatran_Elephant.jpg
Befriend_the_Sumatran_Elephant.jpg,354,556,503,1065,person,428.5,810.5,2000,1332,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/6f/Befriend_the_Sumatran_Elephant.jpg
Befriend_the_Sumatran_Elephant.jpg,742,188,871,397,person,806.5,292.5,2000,1332,na,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/6/6f/Befriend_the_Sumatran_Elephant.jpg
Befriend_the_Sumatran_Elephant.jpg,1246,79,1457,633,person,1351.5,356,2000,1332,na,person,person,na,na,https://upload.wikimedia.org/wikipedia/commons/6/6f/Befriend_the_Sumatran_Elephant.jpg
Berlin-Tiergarten_Postkarte_005.jpg,640,927,785,1384,person,712.5,1155.5,1364,2171,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/c/ce/Berlin-Tiergarten_Postkarte_005.jpg
Berlin-Tiergarten_Postkarte_005.jpg,168,548,634,1392,elephant,401,970,1364,2171,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/c/ce/Berlin-Tiergarten_Postkarte_005.jpg
Berlin-Tiergarten_Postkarte_005.jpg,669,636,1127,1421,elephant,898,1028.5,1364,2171,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/c/ce/Berlin-Tiergarten_Postkarte_005.jpg
Bermain.jpg,252,405,346,602,person,299,503.5,540,960,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,32,321,184,539,elephant,108,430,540,960,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,339,361,457,572,elephant,398,466.5,540,960,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,58,235,140,333,person,99,284,540,960,person,na,person,na,na,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,361,277,424,377,person,392.5,327,540,960,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,258,389,291,448,person,274.5,418.5,540,960,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,356,277,423,389,person,389.5,333,540,960,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,342,275,425,466,person,383.5,370.5,540,960,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bermain.jpg,250,389,284,444,person,267,416.5,540,960,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/6/60/Bermain.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,543,239,807,702,person,675,470.5,1196,848,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,886,304,944,441,person,915,372.5,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,1061,275,1127,464,person,1094,369.5,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,463,75,1073,664,elephant,768,369.5,1196,848,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,833,303,891,438,person,862,370.5,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,973,317,1054,462,person,1013.5,389.5,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,1113,278,1181,447,person,1147,362.5,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,926,323,959,431,person,942.5,377,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,1043,276,1110,462,person,1076.5,369,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,163,237,285,344,sheep,224,290.5,1196,848,sheep,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,932,307,981,436,person,956.5,371.5,1196,848,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg,524,133,895,653,person,709.5,393,1196,848,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bessie_Love_and_an_elephant_in_The_Sawdust_Ring.jpg
Big_Elephant.jpg,388,20,4456,2954,elephant,2422,1487,4496,3000,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/2/2a/Big_Elephant.jpg
Borobudur-Temple-Park_Elephant-cage-01.jpg,150,269,4411,3245,elephant,2280.5,1757,5568,3712,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/b/b6/Borobudur-Temple-Park_Elephant-cage-01.jpg
Borobudur-Temple-Park_Elephant-cage-01.jpg,391,553,5422,3318,bench,2906.5,1935.5,5568,3712,na,na,na,na,bench,https://upload.wikimedia.org/wikipedia/commons/b/b6/Borobudur-Temple-Park_Elephant-cage-01.jpg
Bull_tusker_in_musth%2C_Corbett_TR%2C_June_2017%2C_AJT_Johnsingh._P1120870.JPG,1354,764,3648,2233,elephant,2501,1498.5,4000,3000,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/6/63/Bull_tusker_in_musth%2C_Corbett_TR%2C_June_2017%2C_AJT_Johnsingh._P1120870.JPG
BW_Kasane_to_Nata_March_2017_17.jpg,1304,1130,1380,1192,cow,1342,1161,3840,2160,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,77,1064,675,1558,truck,376,1311,3840,2160,truck,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,1721,1136,1840,1205,cow,1780.5,1170.5,3840,2160,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,816,1133,888,1192,car,852,1162.5,3840,2160,car,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,1815,1129,1977,1241,cow,1896,1185,3840,2160,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,2509,1088,2691,1227,elephant,2600,1157.5,3840,2160,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,1977,1099,2144,1221,cow,2060.5,1160,3840,2160,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,692,1135,725,1191,person,708.5,1163,3840,2160,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,1995,1109,2138,1214,cow,2066.5,1161.5,3840,2160,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,711,1134,742,1182,person,726.5,1158,3840,2160,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,1966,1130,2069,1218,cow,2017.5,1174,3840,2160,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,1885,1124,2003,1226,cow,1944,1175,3840,2160,na,na,na,na,cow,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
BW_Kasane_to_Nata_March_2017_17.jpg,585,1133,673,1218,car,629,1175.5,3840,2160,car,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/00/BW_Kasane_to_Nata_March_2017_17.jpg
Caged_Elephant.jpg,192,197,446,1024,elephant,319,610.5,810,1080,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/6/6f/Caged_Elephant.jpg
CCF03192017_-_Copy.jpg,781,78,1153,911,person,967,494.5,1421,996,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/94/CCF03192017_-_Copy.jpg
CCF03192017_-_Copy.jpg,672,76,876,856,person,774,466,1421,996,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/9/94/CCF03192017_-_Copy.jpg
CCF03192017_-_Copy.jpg,710,99,963,840,person,836.5,469.5,1421,996,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/9/94/CCF03192017_-_Copy.jpg
CCF03192017_-_Copy.jpg,64,0,734,920,elephant,399,460,1421,996,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/94/CCF03192017_-_Copy.jpg
CCF03192017_-_Copy.jpg,101,0,541,932,person,321,466,1421,996,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/9/94/CCF03192017_-_Copy.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1419,706,1510,943,person,1464.5,824.5,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,910,414,1116,619,elephant,1013,516.5,1612,1045,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,259,265,1530,927,person,894.5,596,1612,1045,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1205,423,1260,589,person,1232.5,506,1612,1045,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1081,364,1231,547,elephant,1156,455.5,1612,1045,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,552,511,800,806,elephant,676,658.5,1612,1045,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,300,603,401,824,person,350.5,713.5,1612,1045,person,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1230,350,1327,502,elephant,1278.5,426,1612,1045,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1498,324,1537,431,person,1517.5,377.5,1612,1045,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,706,451,918,657,elephant,812,554,1612,1045,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,660,899,754,993,person,707,946,1612,1045,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,815,819,894,983,person,854.5,901,1612,1045,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,463,888,543,988,person,503,938,1612,1045,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1402,604,1462,773,person,1432,688.5,1612,1045,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1508,545,1576,721,person,1542,633,1612,1045,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1096,690,1177,918,person,1136.5,804,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1159,889,1280,995,person,1219.5,942,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1032,727,1098,923,person,1065,825,1612,1045,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1185,667,1258,871,person,1221.5,769,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1309,645,1376,830,person,1342.5,737.5,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1259,716,1312,852,person,1285.5,784,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,401,217,1555,843,person,978,530,1612,1045,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,449,519,520,693,person,484.5,606,1612,1045,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1334,329,1392,450,elephant,1363,389.5,1612,1045,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1508,666,1575,874,person,1541.5,770,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1395,326,1453,427,elephant,1424,376.5,1612,1045,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1328,655,1407,817,person,1367.5,736,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1211,429,1255,580,person,1233,504.5,1612,1045,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,176,637,187,679,tie,181.5,658,1612,1045,tie,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,734,864,822,985,person,778,924.5,1612,1045,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1160,668,1237,884,person,1198.5,776,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1314,331,1390,465,elephant,1352,398,1612,1045,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,809,789,890,931,person,849.5,860,1612,1045,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,600,868,679,989,person,639.5,928.5,1612,1045,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1349,627,1418,796,person,1383.5,711.5,1612,1045,na,person,na,person,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,101,318,1418,928,person,759.5,623,1612,1045,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1444,625,1496,725,person,1470,675,1612,1045,na,person,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1393,311,1456,423,horse,1424.5,367,1612,1045,na,horse,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,506,496,647,807,person,576.5,651.5,1612,1045,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,183,325,1529,1008,person,856,666.5,1612,1045,na,na,na,na,person,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Circus_Parade%2C_Burlington_%2821517940773%29.jpg,1389,283,1467,440,horse,1428,361.5,1612,1045,na,horse,na,na,na,https://upload.wikimedia.org/wikipedia/commons/0/0a/Circus_Parade%2C_Burlington_%2821517940773%29.jpg
Cirkus-Bech-Olsen_1910.jpg,13,178,126,543,person,69.5,360.5,387,557,person,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/e/eb/Cirkus-Bech-Olsen_1910.jpg
Clash_of_elephants.jpg,155,489,1973,1546,elephant,1064,1017.5,3662,1755,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/2/26/Clash_of_elephants.jpg
Clash_of_elephants.jpg,1698,422,3662,1380,elephant,2680,901,3662,1755,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/2/26/Clash_of_elephants.jpg
Clash_of_elephants.jpg,1208,332,2735,842,elephant,1971.5,587,3662,1755,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/2/26/Clash_of_elephants.jpg
Clash_of_elephants.jpg,1233,280,2714,1183,elephant,1973.5,731.5,3662,1755,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/2/26/Clash_of_elephants.jpg
Clash_of_giants.jpg,143,682,2201,2125,elephant,1172,1403.5,4320,2271,elephant,na,na,na,na,https://upload.wikimedia.org/wikipedia/commons/a/aa/Clash_of_giants.jpg
Clash_of_giants.jpg,1860,768,4148,2098,elephant,3004,1433,4320,2271,na,elephant,na,na,na,https://upload.wikimedia.org/wikipedia/commons/a/aa/Clash_of_giants.jpg
Close_up_%284700827972%29.jpg,245,19,2878,1944,elephant,1561.5,981.5,2996,1954,na,na,na,na,elephant,https://upload.wikimedia.org/wikipedia/commons/a/a1/Close_up_%284700827972%29.jpg
Contributopia_Travel_Journal%2C_Holiday_party.jpg,3182,647,3805,1316,umbrella,3493.5,981.5,3954,1791,na,umbrella,na,na,na,https://upload.wikimedia.org/wikipedia/commons/c/c0/Contributopia_Travel_Journal%2C_Holiday_party.jpg
Cover_page_-_History_of_India_Vol_1_%281906%29.png,638,1019,1030,1707,person,834,1363,2447,1742,na,na,na,person,na,https://upload.wikimedia.org/wikipedia/commons/6/62/Cover_page_-_History_of_India_Vol_1_%281906%29.png
